운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
제주전기자동차서비스,금정산SKTVIEW 아파트 108동 E주차장 18번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64108동 E주차장 18번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 109동 G주차장 30번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64109동 G주차장 30번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 110동 G주차장 01번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64110동 G주차장 01번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 111동 H주차장 62번 기둥 A,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64111동 H주차장 62번 기둥 A(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 111동 H주차장 62번 기둥 B,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64111동 H주차장 62번 기둥 B(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 113동 H주차장 03번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64113동 H주차장 03번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 114동 H주차장 37번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64114동 H주차장 37번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산SKTVIEW 아파트 115동 H 주차장 37번 기둥,1,AC완속,부산광역시,금정구,부산광역시 금정구 식물원로 64115동 H 주차장 37번 기둥(713 금정산에스케이뷰아파트),거주자외 출입제한
제주전기자동차서비스,금정산한신아파트,1,AC완속,부산광역시,금정구,부산광역시 금정구 소정로 39(장전동 521-62),거주자외 출입제한
제주전기자동차서비스,부곡대우아파트,1,AC완속,부산광역시,금정구,부산광역시 금정구 부산대학로 10,거주자외 출입제한
제주전기자동차서비스,부곡대우아파트,2,AC완속,부산광역시,금정구,부산광역시 금정구 부산대학로 10,거주자외 출입제한
제주전기자동차서비스,부곡대우아파트,3,AC완속,부산광역시,금정구,부산광역시 금정구 부산대학로 10,거주자외 출입제한
제주전기자동차서비스,사직삼정그린코아2차아파트,1,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로81번길 22,거주자외 출입제한
제주전기자동차서비스,사직삼정그린코아2차아파트,2,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로81번길 22,거주자외 출입제한
제주전기자동차서비스,사직삼정그린코아2차아파트,3,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로81번길 22,거주자외 출입제한
제주전기자동차서비스,사직삼정그린코아2차아파트,4,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로81번길 22,거주자외 출입제한
제주전기자동차서비스,사직삼정그린코아2차아파트,5,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로81번길 22,거주자외 출입제한
제주전기자동차서비스,수영역 디온플레이스어반 오피스텔,1,DC차데모+AC3상+DC콤보,부산광역시,수영구,부산광역시 수영구 수영로 712(광안동 50-1),입주민 및 방문자 전용
제주전기자동차서비스,영도유림노르웨이숲비치아파트,1,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 705(동삼동 1145),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 106동지하 2층,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 106동 지하2층(106동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 106동지하 2층,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 106동 지하2층(106동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 1층,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하 1층(지하 1층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 1층,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하 1층(지하 1층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 1층,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하 1층(지하 1층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 2층,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하2층(108동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 2층,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하2층(108동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 108동지하 2층,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 108동 지하2층(108동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 110동지하 2층,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 110동 지하2층(110동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 110동지하 2층,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 110동 지하2층(110동 지하2층),거주자외 출입제한
제주전기자동차서비스,정관신도시롯데캐슬 110동지하 2층,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관3로 52 110동 지하2층(110동 지하2층),거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,5,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,6,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,7,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대KCC스위첸아파트,8,AC완속,부산광역시,해운대구,부산광역시 해운대구 세실로 80,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,5,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,6,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,7,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,8,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,9,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대대림1차아파트,10,AC완속,부산광역시,해운대구,부산광역시 해운대구 대천로103번길 47,거주자외 출입제한
제주전기자동차서비스,해운대센트럴파크아파트,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118,거주자외 출입제한
제주전기자동차서비스,해운대센트럴파크아파트,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118,거주자외 출입제한
제주전기자동차서비스,해운대센트럴파크아파트,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118,거주자외 출입제한
제주전기자동차서비스,해운대센트럴파크아파트,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118,거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하1층 주차장 104동 46번 기둥,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B1 104동 46번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하1층 주차장 104동 46번 기둥,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B1 104동 46번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하1층 주차장 109동 49번 기둥,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B1 109동 49번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하1층 주차장 109동 49번 기둥,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B1 109동 49번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하2층 주차장 109동 42번 기둥,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B2 109동 42번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 1단지 지하2층 주차장 109동 42번 기둥,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4351단지 B2 109동 42번 기둥(1527 해운대자이1차),거주자외 출입제한
제주전기자동차서비스,해운대자이1차아파트 2단지 B1 201동 17번 기둥,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 4352단지 지하1층 주차장 201동 17번 기둥(1527 해운대자이1차),거주자외 출입제한
한국전력,Green Pole(경남공고옆),2,AC완속,부산광역시,부산진구,부산광역시 부산진구 전포대로 189번경남공고옆 도로 전주부착형 충전소(전포대로 189번),시설 상황에 따라 이용이 제한될 수 있음
한국전력,가아KT-e편한세상,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야동 가야대로 569 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,가아KT-e편한세상,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야동 가야대로 569 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제2차현대홈타운,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1479,입주자외 출입제한 (긴급상황 이용가능)
한국전력,거제동월드메르디앙 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 거제천로 233,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제동월드메르디앙 아파트,2,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 거제천로 233,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제동월드메르디앙 아파트,3,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 거제천로 233,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제동일동미라주리버 아파트,1,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 세병로 74 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제동일동미라주리버 아파트,2,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 세병로 74 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,거제동푸르지오,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1506,입주자외 출입제한 (긴급상황 이용가능)
한국전력,거제동푸르지오,2,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 1506,입주자외 출입제한 (긴급상황 이용가능)
한국전력,거제동푸르지오,3,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 1506,입주자외 출입제한 (긴급상황 이용가능)
한국전력,거제삼정그린코아,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1272,입주자외 출입제한 (긴급상황 이용가능)
한국전력,거제삼정그린코아,2,AC완속,부산광역시,연제구,부산광역시 연제구 거제동 1272,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,5,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,경남아너스빌아파트,6,AC완속,부산광역시,해운대구,부산광역시 해운대구 좌동 1375,입주자외 출입제한 (긴급상황 이용가능)
한국전력,고촌LH 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 철마면 고촌로 11 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,괴정신익타운 아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 오작로 46(398-22 신익타운),시설 상황에 따라 이용이 제한될 수 있음
한국전력,괴정신익타운 아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 오작로 46(398-22 신익타운),시설 상황에 따라 이용이 제한될 수 있음
한국전력,구서SKVIEW1단지,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,부산광역시 금정구 금샘로246번길 18(1074 구서에스케이뷰1단지),시설 상황에 따라 이용이 제한될 수 있음
한국전력,구서동쌍용예가1단지 아파트,1,AC완속,부산광역시,금정구,부산광역시 금정구 구서동 금샘로 261 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구서동쌍용예가1단지 아파트,2,AC완속,부산광역시,금정구,부산광역시 금정구 구서동 금샘로 261 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구서유림노르웨이아침 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,부산광역시 금정구 구서동 중앙대로 1799 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구서유림노르웨이아침 아파트,2,AC완속,부산광역시,금정구,부산광역시 금정구 구서동 중앙대로 1799 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구평한신휴플러스,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 구평동 을숙도대로709번길 22,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구평한신휴플러스,2,AC완속,부산광역시,사하구,부산광역시 사하구 구평동 을숙도대로709번길 22,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구평한신휴플러스,3,AC완속,부산광역시,사하구,부산광역시 사하구 구평동 을숙도대로709번길 22,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구포대우아파트,1,AC완속,부산광역시,북구,부산광역시 북구 구포동 849-1,입주자외 출입제한 (긴급상황 이용가능)
한국전력,구포대우아파트,2,AC완속,부산광역시,북구,부산광역시 북구 구포동 849-1,입주자외 출입제한 (긴급상황 이용가능)
한국전력,구포대우아파트,3,AC완속,부산광역시,북구,부산광역시 북구 구포동 849-1,입주자외 출입제한 (긴급상황 이용가능)
한국전력,구포유림노르웨이숲,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 구포동 낙동북로 737 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구포유림노르웨이숲,2,AC완속,부산광역시,북구,부산광역시 북구 구포동 낙동북로 737 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구포유림노르웨이숲,3,AC완속,부산광역시,북구,부산광역시 북구 구포동 낙동북로 737 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구포유림노르웨이숲,4,AC완속,부산광역시,북구,부산광역시 북구 구포동 낙동북로 737 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,구포유림노르웨이숲,5,AC완속,부산광역시,북구,부산광역시 북구 구포동 낙동북로 737 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금곡주공3단지,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 금곡동 효열로220번길 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금곡주공3단지,2,AC완속,부산광역시,북구,부산광역시 북구 금곡동 효열로220번길 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금곡주공3단지,3,AC완속,부산광역시,북구,부산광역시 북구 금곡동 효열로220번길 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금정산쌍용예가1차 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,부산광역시 금정구 장전동 금강로379번길 50,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금정산쌍용예가1차 아파트,2,AC완속,부산광역시,금정구,부산광역시 금정구 장전동 금강로379번길 50,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금정산쌍용예가1차 아파트,3,AC완속,부산광역시,금정구,부산광역시 금정구 장전동 금강로379번길 50,시설 상황에 따라 이용이 제한될 수 있음
한국전력,금정산쌍용예가1차 아파트,4,AC완속,부산광역시,금정구,부산광역시 금정구 장전동 금강로379번길 50,시설 상황에 따라 이용이 제한될 수 있음
한국전력,기장우신네오빌,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 76 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,기장우신네오빌,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 76 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,기장우신네오빌,3,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 76 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,기장우신네오빌,4,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 76 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,기장지사,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 24기장지사 사옥 내 주차장(2층),시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,5,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,6,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,7,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,남부산지사,8,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대롯데캐슬블루,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 다대동 다송로 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대롯데캐슬블루,2,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다송로 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대롯데캐슬블루,3,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다송로 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대롯데캐슬블루,4,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다송로 23 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,2,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,3,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,4,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,5,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,6,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,7,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,다대현대 아파트,8,AC완속,부산광역시,사하구,부산광역시 사하구 다대동 다대로 473,시설 상황에 따라 이용이 제한될 수 있음
한국전력,당리혜성 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 당리동 제석로 127,시설 상황에 따라 이용이 제한될 수 있음
한국전력,당리혜성 아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 당리동 제석로 127,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대신 롯데캐슬,1,DC차데모+AC3상+DC콤보,부산광역시,서구,부산광역시 서구 서대신동3가 대티로 161 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대신 롯데캐슬,2,AC완속,부산광역시,서구,부산광역시 서구 서대신동3가 대티로 161 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대신 롯데캐슬,3,AC완속,부산광역시,서구,부산광역시 서구 서대신동3가 대티로 161 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대신 롯데캐슬,4,AC완속,부산광역시,서구,부산광역시 서구 서대신동3가 대티로 161 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대연경동메르빌,1,DC차데모+AC3상+DC콤보,부산광역시,남구,부산광역시 남구 대연동 황령대로319번길 26 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대원칸타빌멤버스,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 양정동 거제대로 26지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대원칸타빌멤버스,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 양정동 거제대로 26지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대원칸타빌멤버스,3,AC완속,부산광역시,부산진구,부산광역시 부산진구 양정동 거제대로 26지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,대원칸타빌멤버스,4,AC완속,부산광역시,부산진구,부산광역시 부산진구 양정동 거제대로 26지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,덕포경동메르빌 아파트,1,DC차데모+AC3상+DC콤보,부산광역시,사상구,부산광역시 사상구 덕포동 덕상로 8-37 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,덕포경동메르빌 아파트,2,AC완속,부산광역시,사상구,부산광역시 사상구 덕포동 덕상로 8-37 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,덕포경동메르빌 아파트,3,AC완속,부산광역시,사상구,부산광역시 사상구 덕포동 덕상로 8-37 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래센트럴파크하이츠2단지,1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 명륜동 문화로 33 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래센트럴파크하이츠2단지,2,AC완속,부산광역시,동래구,부산광역시 동래구 명륜동 문화로 33 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래센트럴파크하이츠2단지,3,AC완속,부산광역시,동래구,부산광역시 동래구 명륜동 문화로 33 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래센트럴파크하이츠2단지,4,AC완속,부산광역시,동래구,부산광역시 동래구 명륜동 문화로 33 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래지사,1,AC완속,부산광역시,동래구,부산광역시 동래구 충렬대로 423,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래지사,2,AC완속,부산광역시,동래구,부산광역시 동래구 충렬대로 423,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래지사,3,AC완속,부산광역시,동래구,부산광역시 동래구 충렬대로 423,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래지사,4,AC완속,부산광역시,동래구,부산광역시 동래구 충렬대로 423,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래지사,5,AC완속,부산광역시,동래구,부산광역시 동래구 충렬대로 423,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래화목타운,1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 안락동 충렬사로 39,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동래화목타운,2,AC완속,부산광역시,동래구,부산광역시 동래구 안락동 충렬사로 39,시설 상황에 따라 이용이 제한될 수 있음
